Provincia,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G
BUENOS AIRES,Chillar,3083,0,0,0,0,1,1,1,1,1
BUENOS AIRES,Bahía Blanca,291327,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Cabildo,2046,0,1,1,0,0,1,1,1,1
BUENOS AIRES,General Daniel Cerri (Est. General Cerri),6745,1,1,1,0,0,1,1,1,1
BUENOS AIRES,Grunbein,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Ingeniero White,0,0,0,0,1,0,0,0,1,1
BUENOS AIRES,Villa Bordeau,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Villa Espora,0,0,0,0,0,0,0,0,0,0
MISIONES,El Alcázar,3034,0,0,0,0,1,0,1,1,1
MISIONES,Garuhapé,5325,1,1,0,0,1,1,1,1,1
MISIONES,Mbopicuá,254,0,0,0,0,0,0,0,0,0
MISIONES,Puerto Leoni,1114,0,0,0,0,0,1,0,0,1
MISIONES,Puerto Rico,15995,1,1,0,0,0,1,1,1,1
MISIONES,Ruiz de Montoya,1672,1,1,0,0,1,1,1,0,1
MISIONES,San Alberto,838,0,0,0,0,0,0,0,0,0
MISIONES,San Gotardo,273,0,0,0,0,0,0,0,0,1
MISIONES,San Miguel,1486,1,0,0,0,0,0,0,0,1
MISIONES,Villa Akerman,489,0,0,0,0,0,0,0,0,0
MISIONES,Villa Urrutia,123,0,0,0,0,0,0,0,0,0
MISIONES,Bario Ita,581,0,0,0,0,0,0,0,0,0
MISIONES,Barrio Cuatro Bocas,336,0,0,0,0,0,0,0,0,0
MISIONES,Barrio Guatambu,305,0,0,0,0,0,0,0,0,0
MISIONES,Caraguatay,1440,0,0,0,0,0,0,1,1,1
MISIONES,Laharrague,791,0,0,0,0,0,0,0,0,0
MISIONES,Montecarlo,18827,1,1,0,1,0,0,1,1,1
MISIONES,Piray Kilómetro 18,300,0,0,0,0,0,0,0,0,1
BUENOS AIRES,William C. Morris,51471,0,1,0,1,0,1,0,1,1
BUENOS AIRES,Ituzaingó Centro,111138,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Ituzaingó Sur,23264,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Villa Gobernador Udaondo,33422,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Del Viso,6873,0,1,0,0,0,0,0,1,1
BUENOS AIRES,José C Paz,250301,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Tortuguitas,8806,0,1,0,0,0,0,0,1,1
BUENOS AIRES,Agustín Roca,331,0,0,0,1,0,1,1,0,1
BUENOS AIRES,Agustina,155,0,0,0,1,0,0,1,1,1
CHUBUT,Río Mayo,2791,0,0,0,0,1,1,0,0,1
CHUBUT,Buen Pasto,105,0,0,0,0,1,0,0,0,0
CHUBUT,Sarmiento,10858,1,0,0,1,1,1,1,1,1
CHUBUT,Frontera de Río Pico,44,0,0,0,0,0,0,0,0,0
CHUBUT,Gobernador Costa,2251,0,0,1,0,0,0,1,0,1
CHUBUT,José de San Martín,1612,0,0,0,0,1,0,1,0,1
CHUBUT,Río Pico,1055,0,0,0,0,1,0,1,0,0
CHUBUT,Gan Gan,661,0,0,0,0,1,1,1,0,1
CHUBUT,Telsen,544,0,1,0,0,1,1,1,1,1
CORDOBA,Amboy,183,0,0,0,0,0,1,1,0,0
CORDOBA,Arroyo San Antonio,0,0,0,0,0,0,0,0,1,1
CORDOBA,Cañada del Sauce,61,1,0,0,0,0,0,1,0,1
CORDOBA,Capilla Vieja,68,0,0,0,0,0,1,0,1,1
CORDOBA,El Corcovado - El Torreón,417,1,0,0,0,0,1,1,0,0
CORDOBA,El Durazno,100,0,0,0,0,0,0,0,0,0
CORDOBA,Embalse,8793,0,0,0,1,1,1,0,1,1
MISIONES,1º de Mayo,403,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Villa Castelar (Est. Erize),31,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Villa Iris,1858,0,0,0,1,0,1,1,1,1
BUENOS AIRES,Alvarez Jonte,38,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Las Tahonas,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Pipinas,954,0,1,0,0,0,0,1,1,1
BUENOS AIRES,Punta Indio,569,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Verónica,6546,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Bernal,37547,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Bernal Oeste,85959,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Don Bosco,23458,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Ezpeleta,55274,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Balcarce,38376,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Los Pinos,337,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Napaleofú,374,0,0,0,1,0,1,1,1,1
BUENOS AIRES,Ramos Otero,95,0,0,0,0,0,1,0,0,1
BUENOS AIRES,San Agustín,498,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Villa Laguna La Brava,115,0,0,0,0,0,1,1,1,1
BUENOS AIRES,Baradero,28537,1,1,0,1,1,1,1,1,1
BUENOS AIRES,Irineo Portela,379,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Santa Coloma,203,0,0,0,0,0,1,0,0,1
BUENOS AIRES,Villa Alsina (Est. Alsina),1488,1,0,0,1,0,1,1,1,1
BUENOS AIRES,Barker,1241,0,0,0,1,1,1,1,1,1
BUENOS AIRES,Benito Juárez (Est. Juárez),14279,1,0,1,1,1,1,1,1,1
BUENOS AIRES,López,138,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Balneario Laguna de Gómez,230,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Fortín Tiburcio,257,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Junín,87509,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Laplacette,22,0,0,0,1,0,1,0,0,0
BUENOS AIRES,Morse,563,0,1,0,1,0,1,1,0,1
BUENOS AIRES,Paraje La Agraria,40,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Saforcada,431,0,0,0,0,0,1,1,1,1
BUENOS AIRES,Aguas Verdes,0,1,0,0,1,0,1,0,1,1
BUENOS AIRES,Las Toninas,5278,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Lucila Del Mar,0,1,0,0,1,0,1,0,1,1
CHUBUT,Km. 11 - Cuarteles,0,0,0,0,0,0,0,0,0,0
CHUBUT,KM. 3 - General Mosconi,0,0,0,0,0,0,0,0,1,1
CHUBUT,KM. 5 - Presidente Ortiz,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Ezpeleta Oeste,26256,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Quilmes,125373,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Quilmes Oeste,133980,1,1,1,1,0,1,1,1,1
BUENOS AIRES,San Francisco Solano,59962,1,1,0,1,0,1,0,1,1
BUENOS AIRES,Villa La Florida,35135,1,1,1,1,0,1,1,1,1
BUENOS AIRES,El Paraíso,423,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Las Bahamas,31,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Pérez Millán,4570,0,0,0,1,0,0,1,1,1
NEUQUEN,Copahue,1,0,0,0,0,0,1,1,0,0
CABA,SAN CRISTOBAL,48611,1,1,1,1,1,1,1,1,1
CHACO,Puerto Tirol,8819,1,0,0,1,0,1,1,1,1
CHACO,Ciervo Petiso,786,0,0,0,0,1,1,0,0,1
CHACO,General José de San Martín,28124,1,1,0,1,0,1,1,1,1
CHACO,La Eduvigis,392,0,0,0,0,1,0,0,0,1
CHACO,Laguna Limpia,1207,0,0,0,0,0,1,0,0,1
CHACO,Pampa Almirón,1278,0,0,0,1,0,1,0,1,1
CABA,VILLA DEVOTO,66521,1,1,1,1,1,1,1,1,1
CORDOBA,San Antonio de Litín,1268,1,0,0,1,0,1,1,1,1
CORDOBA,San Marcos,3093,1,0,0,0,0,0,1,1,1
CORDOBA,San Severo,20,0,0,0,0,0,0,0,0,1
CORDOBA,Viamonte,1583,1,0,0,0,0,0,1,1,1
CORDOBA,Villa Los Patos,26,0,0,0,0,0,0,0,0,0
CORDOBA,Wenceslao Escalante,1504,1,1,0,1,1,1,1,1,1
CHACO,Pampa del Indio,9204,0,0,0,1,1,1,1,1,1
CHACO,Presidencia Roca,4201,0,0,0,1,1,1,1,1,1
CHACO,Selvas del Río de Oro,606,0,0,0,0,0,0,0,0,1
CHACO,Tres Isletas,16976,1,0,0,1,0,1,1,1,1
CHACO,Coronel Du Graty,7509,1,1,0,1,1,1,0,1,1
CHACO,Enrique Urién,515,0,0,0,1,0,0,0,0,0
CHACO,Villa Angela,41403,1,1,0,1,1,1,1,1,1
CHACO,La Clotilde,3382,0,0,0,0,0,0,0,0,1
CHACO,La Tigra,2866,0,0,0,0,0,0,0,0,1
CHACO,San Bernardo,9379,0,0,0,0,0,0,0,1,1
CHACO,Presidencia de la Plaza,9642,1,1,0,1,0,0,1,1,1
CHACO,Quitilipi,24517,1,0,0,1,0,1,1,1,1
CHUBUT,KM. 8 - Don Bosco,0,0,0,0,0,0,0,0,1,1
CHUBUT,Rada Tilly,9098,1,1,1,1,0,1,1,1,1
CHUBUT,Camarones,1296,0,0,0,0,1,1,1,0,1
CHUBUT,Garayalde,18,0,0,0,0,0,1,0,0,0
CHUBUT,Aldea Escolar,359,0,0,0,0,0,0,1,0,0
CHUBUT,Corcovado,1820,0,0,1,0,1,0,1,0,0
CHUBUT,Esquel,32343,1,1,1,0,1,1,1,1,1
CHUBUT,Lago Rosario,87,0,0,0,0,0,0,0,0,0
CHUBUT,Los Cipreses,179,0,0,0,0,1,0,0,0,0
CHUBUT,Trevelín,6353,1,0,1,0,1,1,1,1,1
CHUBUT,Villa Futalaufquen,28,0,0,0,0,1,0,1,0,0
CHUBUT,28 de Julio,237,0,0,0,1,1,0,0,1,1
CHUBUT,Dique Florentino Ameghino,156,0,0,0,0,0,0,1,0,0
CHUBUT,Dolavon,2887,0,0,1,1,1,0,1,0,1
SANTA FE,Wildermuth (Est. Granadero B. Bustos),155,0,0,0,0,0,0,0,0,0
CORRIENTES,Bella Vista,29071,1,1,0,0,1,1,1,1,1
CORRIENTES,Berón de Astrada,1411,0,0,0,0,1,0,1,1,1
CORRIENTES,Yahapé,462,0,0,0,0,0,0,0,0,1
CORRIENTES,Barrio Esperanza,0,0,0,0,0,0,0,0,1,1
CORRIENTES,Corrientes,346334,1,1,1,1,1,1,1,1,1
CORRIENTES,Laguna Brava,3314,0,0,0,0,1,0,1,1,1
CORRIENTES,Riachuelo,1965,0,0,0,0,1,1,1,1,1
CORRIENTES,San Cayetano,872,0,0,0,0,1,0,0,0,0
CORRIENTES,Concepción,4022,0,0,0,0,1,1,1,0,1
CORRIENTES,Santa Rosa,7143,0,0,0,0,0,1,1,0,1
CORRIENTES,Tabay,1687,0,0,0,0,1,1,1,0,1
CORRIENTES,Tatacua,731,0,0,0,0,1,0,0,0,1
CORRIENTES,Cazadores Correntinos,456,0,0,0,0,1,1,0,0,1
CABA,BARRACAS,89452,1,1,1,1,1,1,1,1,1
CHACO,Las Garcitas,3711,0,0,0,0,1,1,1,1,1
CHACO,Charadai,1519,0,0,0,1,1,0,1,1,1
CHACO,Cote Lai,1323,0,0,0,1,0,0,1,0,1
CHACO,Haumonía,77,0,0,0,0,0,0,0,0,0
CHACO,Horquilla,122,0,0,0,0,0,0,0,0,0
CHACO,La Sabana,242,0,0,0,0,0,0,0,0,0
CHUBUT,Arroyo Verde,59,0,0,0,0,1,0,0,0,0
CHUBUT,Doctor Ricardo Rojas,219,0,0,0,0,1,0,1,0,0
CHUBUT,Facundo,185,0,0,0,0,1,1,0,0,0
CHUBUT,Puerto Madryn,81315,1,1,1,1,1,1,1,1,1
CHUBUT,Puerto Pirámide,565,0,0,0,0,1,1,1,1,1
CHUBUT,Quinta El Mirador,626,0,0,0,0,0,1,0,1,1
CHUBUT,Reserva Area Protegida El Doradillo,54,0,0,0,0,0,1,0,0,0
CHUBUT,Buenos Aires Chico,253,0,0,0,0,0,0,0,0,0
CHUBUT,Cholila,1658,0,0,1,0,1,0,1,1,1
CHUBUT,Costa del Chubut,56,0,0,0,0,0,0,0,0,0
CHUBUT,Cushamen Centro,740,0,0,0,0,0,0,1,0,0
CHUBUT,El Hoyo,1477,1,0,0,1,0,1,1,0,0
CHUBUT,El Maitén,4011,0,0,0,0,0,1,1,0,0
CHUBUT,Epuyén,1038,1,0,0,0,0,0,1,0,1
CHUBUT,Fofo Cahuel,67,0,0,0,0,0,0,0,0,0
CHUBUT,Gualjaina,1183,0,0,0,0,1,0,1,0,0
CHUBUT,Lago Epuyén,392,0,0,0,0,0,0,0,0,0
CHUBUT,Lago Puelo,3129,1,0,1,0,0,1,1,1,1
JUJUY,Olaroz Chico,226,0,0,0,1,0,1,1,0,0
JUJUY,Pastos Chicos,104,0,0,0,1,0,0,0,0,0
JUJUY,Puesto Sey,94,0,0,0,1,0,0,0,0,0
JUJUY,San Juan de Quillaqués,72,0,0,0,1,1,0,0,0,0
JUJUY,Susques,1611,0,0,0,1,1,1,1,0,1
JUJUY,Colonia San José,274,0,0,0,0,0,0,0,0,0
JUJUY,Huacalera,712,0,0,0,1,0,0,0,0,0
JUJUY,Juella,200,0,0,0,0,0,0,1,0,0
JUJUY,Maimará,3353,0,0,0,1,1,1,1,0,1
JUJUY,Tilcara,4691,0,0,0,0,1,1,1,1,1
JUJUY,Yacoraite,0,0,0,0,0,0,0,0,0,0
JUJUY,Bárcena,139,0,0,0,0,0,1,0,0,0
JUJUY,El Moreno,154,0,0,0,0,0,0,0,0,0
JUJUY,Puerta de Colorados,28,0,0,0,0,0,0,0,0,0
JUJUY,Purmamarca,891,1,0,0,0,0,1,1,0,1
JUJUY,Tumbaya,428,0,0,0,0,0,1,1,0,1
JUJUY,Volcán,1121,1,0,0,0,0,1,1,0,1
JUJUY,Caspalá,225,0,0,0,0,0,0,0,0,0
JUJUY,Pampichuela,130,0,0,0,0,0,0,0,0,0
JUJUY,San Francisco,504,0,0,0,0,0,1,0,0,0
JUJUY,Santa Ana,416,0,0,0,0,1,0,0,0,0
JUJUY,Valle Colorado,146,0,0,0,0,0,0,0,0,0
MISIONES,Libertad,5765,1,0,0,0,0,0,1,1,1
MISIONES,Puerto Iguazú,41062,1,1,0,1,1,0,1,1,1
MISIONES,Villa Cooperativa,55,0,0,0,0,0,0,0,0,0
MISIONES,Wanda,13901,1,0,0,1,1,0,1,1,1
MISIONES,Almafuerte,297,0,0,0,0,0,1,0,0,1
MISIONES,Arroyo del Medio,350,0,0,0,0,0,1,0,0,1
MISIONES,Caá - Yarí,122,0,0,0,0,0,1,0,0,0
MISIONES,Cerro Azul,3049,0,1,0,1,1,1,1,0,1
MISIONES,Dos Arroyos,233,0,0,0,1,0,0,1,0,1
MISIONES,Gobernador López,1010,0,0,0,0,0,0,1,0,1
MISIONES,Leandro N. Alem,23339,1,1,0,1,0,0,1,1,1
MISIONES,Olegario V. Andrade,441,0,0,0,0,0,1,0,0,0
MISIONES,Villa Libertad (Municipio Caá Yarí),90,0,0,0,0,0,0,0,0,0
MISIONES,Villa Libertad (Municipio Leandro N. Alem),918,0,1,0,0,0,0,0,0,0
MISIONES,Capioví,3495,1,1,0,0,1,1,1,1,1
MISIONES,Capioviciño,501,0,0,0,0,0,0,0,0,0
CORRIENTES,Curuzú Cuatiá,34470,1,0,0,1,1,1,1,1,1
CORRIENTES,Perugorría,3043,0,0,0,0,1,1,1,0,1
CORRIENTES,El Sombrero,707,1,0,0,0,1,1,1,0,1
CORRIENTES,Empedrado,9258,1,1,0,0,1,1,1,1,1
CORRIENTES,Esquina,19081,1,0,0,1,1,0,1,1,1
CORRIENTES,Pueblo Libertador,932,0,0,0,0,1,0,0,0,1
CORRIENTES,Alvear,6732,1,0,0,0,1,0,1,1,1
CORRIENTES,Estación Torrent,116,0,0,0,0,0,0,0,0,1
CORRIENTES,Itá Ibaté,3772,1,1,0,0,1,1,1,1,1
CORRIENTES,Lomas de Vallejos,358,0,0,0,0,1,0,0,0,1
CORRIENTES,Nuestra Señora del Rosario de Caá Catí,4738,0,1,0,0,0,1,1,1,1
CORRIENTES,Palmar Grande,536,0,0,0,0,1,1,0,0,0
CABA,VILLA GENERAL MITRE,34713,1,1,1,1,1,1,1,1,1
CHUBUT,Gaiman,4730,1,0,1,1,1,0,1,1,1
CHUBUT,Blancuntre,82,0,0,0,0,1,0,0,0,0
CHUBUT,El Escorial,89,0,0,0,0,1,0,0,0,0
CHUBUT,Gastre,602,0,0,0,0,0,1,1,0,1
CHUBUT,Lagunita Salada,129,0,0,0,0,1,1,0,0,0
CHUBUT,Yala Laubat,37,0,0,0,0,1,0,0,0,0
CHUBUT,Aldea Epulef,247,0,0,0,0,1,1,0,0,0
CHUBUT,Carrenleufú,317,0,0,0,0,1,0,1,0,0
CHUBUT,Colan Conhue,262,0,0,0,0,1,1,1,0,0
CHUBUT,Paso del Sapo,472,0,0,0,0,1,1,1,0,0
CHUBUT,Tecka,1237,0,0,0,0,1,0,1,0,0
CHUBUT,El Mirasol,57,0,0,0,0,1,0,0,0,0
CHUBUT,Las Plumas,480,0,0,0,0,1,0,1,0,0
CHUBUT,Cerro Cóndor,67,0,1,0,0,1,0,0,0,0
CHUBUT,Los Altares,230,0,0,0,0,1,0,0,0,0
CHUBUT,Paso de Indios,1264,0,0,0,0,1,0,1,0,1
CHUBUT,Playa Magagna,76,0,1,0,1,0,1,0,0,0
CHUBUT,Playa Unión,6775,1,1,1,1,0,1,1,1,1
CHUBUT,Rawson,24616,1,1,1,1,1,1,1,1,1
CHUBUT,Trelew,97915,1,1,1,1,1,1,1,1,1
CHUBUT,Aldea Apeleg,126,0,0,0,0,1,1,0,0,0
CHUBUT,Aldea Beleiro,176,0,0,0,0,1,0,1,0,0
CHUBUT,Alto Río Senguer,1570,0,0,1,0,1,1,1,0,1
MISIONES,San Javier,9058,0,1,0,1,1,0,1,1,1
MISIONES,Cruce Caballero,408,0,0,0,1,0,0,0,0,0
MISIONES,Paraíso,975,0,0,0,1,0,1,0,0,0
MISIONES,Piñalito Sur,107,0,0,0,1,0,1,0,0,0
MISIONES,San Pedro,10397,0,1,0,1,0,1,1,1,1
MISIONES,Tobuna,350,0,0,0,1,0,1,0,0,1
NEUQUEN,Aluminé,4591,0,1,0,0,1,1,1,0,1
NEUQUEN,Moquehue,270,0,0,0,0,0,1,0,0,0
NEUQUEN,Villa Pehuenia,700,1,0,0,0,1,1,1,0,1
NEUQUEN,Aguada San Roque,135,0,0,0,0,0,0,0,1,1
NEUQUEN,Añelo,2449,0,1,0,1,1,1,1,1,1
NEUQUEN,San Patricio del Chañar,6474,0,1,0,1,1,1,1,1,1
NEUQUEN,Las Coloradas,873,0,0,1,0,1,1,1,0,0
SANTIAGO DEL ESTERO,San Pedro,250,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Tedín Uriburu,157,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Villa Cacique (Est. Alfredo Fortabat),2689,0,0,0,1,1,1,0,1,1
BUENOS AIRES,Berazategui,100855,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Berazategui Oeste,87792,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Carlos Tomás Sourigues,11695,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Centro Agrícola El Pato,7847,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Guillermo E. Hudson,49458,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Juan María Gutierrez,14868,1,1,1,1,0,1,1,1,1
CHUBUT,Lago Blanco,194,0,0,0,0,1,0,1,0,0
BUENOS AIRES,Mar de Ajó - San Bernardo,28466,1,1,1,1,0,1,1,1,1
BUENOS AIRES,San Clemente del Tuyú,12126,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Santa Teresita - Mar del Tuyú,23581,1,1,1,1,0,1,1,1,1
BUENOS AIRES,20 De Junio,1171,1,1,1,0,0,0,1,1,1
BUENOS AIRES,Aldo Bonzi,18965,1,1,0,0,0,0,1,1,1
BUENOS AIRES,Ciudad Evita,97087,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Gonzalez Catán,233988,1,1,1,1,1,1,1,1,1
RIO NEGRO,Bahía Creek,5,0,0,0,0,0,0,0,0,0
RIO NEGRO,El Cóndor,746,0,0,0,0,0,1,1,1,1
RIO NEGRO,El Juncal,83,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Ramallo,13319,1,1,0,1,1,1,1,1,1
BUENOS AIRES,Villa General Savio (Est. Sánchez),1511,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Villa Ramallo,11280,1,1,0,0,0,0,1,1,1
BUENOS AIRES,Rauch,12705,1,0,1,1,1,1,1,1,1
BUENOS AIRES,América,11685,1,1,0,1,1,1,1,1,1
BUENOS AIRES,Fortín Olavarría,1086,0,0,0,0,0,1,0,1,1
BUENOS AIRES,González Moreno,1610,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Mira Pampa,40,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Roosevelt,239,0,0,0,0,0,0,1,0,0
BUENOS AIRES,San Mauricio,18,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Sansinena,522,0,0,0,0,0,1,1,0,1
BUENOS AIRES,Sundblad,63,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Barrio Las Margaritas,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Beba,37,0,0,0,0,0,0,0,0,0
SANTIAGO DEL ESTERO,Santa María,338,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Pereyra,1291,1,1,1,0,0,0,1,0,1
BUENOS AIRES,Plátanos,17961,1,1,0,1,0,0,0,1,1
BUENOS AIRES,Ranelagh,17183,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Villa España,15205,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Barrio Banco Provincia,0,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Barrio El Carmen (Este),0,0,0,0,1,0,1,0,1,1
BUENOS AIRES,Barrio Universitario,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Berisso,87698,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Los Talas,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Villa Arguello,0,0,0,0,1,0,1,0,1,1
BUENOS AIRES,Villa Dolores,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Villa Independencia,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Villa Nueva,0,0,0,0,1,0,1,0,1,1
BUENOS AIRES,Villa Porteña,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Villa Progreso,0,0,0,0,1,0,1,0,0,0
BUENOS AIRES,Gregorio De Laferrere,248439,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Isidro Casanova,192465,1,1,1,1,0,1,1,1,1
BUENOS AIRES,La Tablada,113689,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Lomas Del Mirador,74065,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Rafael Castillo,147069,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Ramos Mejía,139369,1,1,1,1,1,1,1,1,1
CORDOBA,Casa Bamba,111,0,0,0,0,0,0,0,1,0
CORDOBA,Ciudad De Los Niños,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Las Carabelas,1107,0,0,0,1,1,1,1,0,1
BUENOS AIRES,Los Indios,66,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Rafael Obligado,901,0,0,0,0,0,1,0,0,1
BUENOS AIRES,Roberto Cano,23,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Rojas,19766,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Sol de Mayo,20,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Villa Manuel Pomar,52,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Villa Parque Cecir,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Carlos Beguerie,399,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Roque Pérez,10358,1,1,1,0,0,1,1,1,1
BUENOS AIRES,Arroyo Corto,514,0,0,0,1,0,1,1,0,0
BUENOS AIRES,Colonia San Martín,92,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Dufaur,182,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Espartillar,785,0,0,0,1,0,1,1,0,1
BUENOS AIRES,Goyena,516,0,0,0,1,0,0,0,0,0
CABA,BOCA,45113,1,1,1,1,1,1,1,1,1
CORDOBA,La Cruz,1363,1,0,0,0,0,1,1,1,1
CORDOBA,La Cumbrecita,549,0,0,0,0,0,1,0,1,1
CORDOBA,Las Bajadas,141,0,0,0,0,0,1,0,0,1
CORDOBA,Las Caleras,192,0,0,0,0,0,1,1,0,0
CORDOBA,Los Cóndores,2879,1,0,0,0,1,1,1,1,1
CORDOBA,Los Molinos,260,0,0,0,0,0,1,0,0,0
CABA,VILLA SANTA RITA,33325,1,1,1,1,1,1,1,1,1
CORDOBA,Colonia Caroya,16168,1,1,0,1,0,1,1,1,1
CORDOBA,Colonia Tirolesa,1293,0,0,0,0,0,0,1,1,1
CORDOBA,Colonia Vicente Agüero,123,0,0,0,0,0,0,1,0,0
CORDOBA,Corral Quemado,52,0,0,0,0,0,0,0,0,0
CORDOBA,Country Chacras de la Villa - Country San Isidro,2178,0,0,0,0,0,0,0,1,1
CORDOBA,Dumesnil,0,0,0,0,1,0,0,0,0,1
CORDOBA,El Diquecito,0,0,0,0,0,0,0,0,0,1
RIO NEGRO,Barrio Costa Oeste,834,0,0,0,0,0,0,0,1,1
CORDOBA,Los Reartes,1192,1,0,0,0,1,1,1,1,1
CORDOBA,Lutti,20,0,0,0,0,0,0,0,0,0
CORDOBA,Monte Ralo,0,0,0,0,0,0,0,0,0,0
CORDOBA,Parque Calmayo,44,0,0,0,0,0,1,0,0,0
CORDOBA,Río de los Sauces,1001,0,0,0,0,0,1,1,1,1
CORDOBA,San Agustín,3317,1,0,0,1,0,1,1,1,1
CORDOBA,San Ignacio (Loteo San Javier),140,0,0,0,0,0,1,1,0,0
CORDOBA,San Ignacio (Loteo Vélez Crespo),0,0,0,0,0,0,1,0,1,1
CORDOBA,Santa Monica,0,0,0,0,0,0,0,0,0,0
CORDOBA,Santa Rosa de Calamuchita,12395,1,1,0,1,0,1,1,1,1
CORDOBA,Segunda Usina,118,0,0,0,0,0,1,0,0,0
CORDOBA,Solar de los Molinos,127,0,0,0,0,0,0,1,0,0
CORDOBA,Villa Alpina,154,0,0,0,0,0,1,0,0,0
CORDOBA,Villa Amancay,426,0,0,0,0,0,1,1,1,1
CORDOBA,Villa Berna,135,1,0,0,0,0,1,1,0,1
CORDOBA,Villa Ciudad Parque Los Reartes,0,0,1,0,0,0,0,0,0,1
CORDOBA,Pincén,254,0,0,0,0,0,0,1,0,0
CORDOBA,Charras,1088,0,0,0,1,0,1,1,1,1
CORDOBA,El Rastreador,85,0,0,0,0,0,0,1,0,0
CORDOBA,General Cabrera,11734,1,0,0,0,0,0,1,1,1
CORDOBA,General Deheza,11061,1,1,0,1,0,0,1,1,1
CORDOBA,Huanchillas,1131,0,0,0,1,0,0,1,0,1
CORDOBA,La Carlota,12537,1,0,0,0,0,0,1,1,1
CORDOBA,Los Cisnes,559,1,1,0,0,0,0,1,0,1
CORDOBA,Olaeta,619,0,1,0,0,0,0,1,0,1
CORDOBA,Pacheco de Melo,60,0,0,0,0,0,0,0,0,0
